2.60644	0.970881
6.75305	1.04956
8.80415	1.11258
12.2399	1.19919
16.3939	1.26997
21.94	1.35645
25.3906	1.42728
29.5742	1.46648
35.1425	1.52927
42.7916	1.6235
47.6638	1.67844
56.7123	1.78048
69.2706	1.89018
83.9245	2.01553
97.1936	2.11729
113.95	2.2504
133.514	2.39122
149.596	2.49279
159.385	2.5553
185.953	2.72724
215.35	2.8832
234.943	2.99244
288.138	3.27315
349.745	3.58489
392.455	3.79523
