Switch,f_switch,I_amplitude,Alpha,N_num1,N_num2,Po,P_S_switch_25,P_S_conduct_25,Efficiency,
1700,900,1.000000,-10,4,7,1980687.650361,1845.665739,6952.479257,0.995558,
1700,900,1.000000,-9,4,7,1986481.211829,1845.787046,6951.956875,0.995571,
1700,900,1.000000,-8,4,7,1991669.671877,1845.318373,6951.507342,0.995583,
1700,900,1.000000,-7,4,7,1996251.450048,1845.614727,6951.072299,0.995593,
1700,900,1.000000,-6,4,7,2000225.150690,1845.192774,6950.620618,0.995603,
1700,900,1.000000,-5,4,7,2003589.563374,1844.126439,6950.225102,0.995611,
1700,900,1.000000,-4,4,7,2006343.663268,1844.167570,6949.910097,0.995617,
1700,900,1.000000,-3,4,7,2008486.611447,1843.870605,6949.687428,0.995622,
1700,900,1.000000,-2,4,7,2010017.755147,1843.335829,6949.546467,0.995625,
1700,900,1.000000,-1,4,7,2010936.627967,1843.543662,6949.485469,0.995627,
1700,900,1.000000,0,4,7,2011242.950010,1843.451442,6949.510507,0.995628,
1700,900,1.000000,1,4,7,2010936.627967,1843.043980,6949.531158,0.995628,
1700,900,1.000000,2,4,7,2010017.755147,1841.850251,6949.635012,0.995626,
1700,900,1.000000,3,4,7,2008486.611447,1841.515881,6949.824784,0.995623,
1700,900,1.000000,4,4,7,2006343.663268,1840.644146,6950.091986,0.995619,
1700,900,1.000000,5,4,7,2003589.563374,1835.053258,6950.442492,0.995615,
1700,900,1.000000,6,4,7,2000225.150690,1832.077189,6950.879133,0.995609,
1700,900,1.000000,7,4,7,1996251.450048,1832.945957,6951.369391,0.995600,
1700,900,1.000000,8,4,7,1991669.671877,1833.629340,6951.835003,0.995589,
1700,900,1.000000,9,4,7,1986481.211829,1835.124823,6952.320544,0.995576,
1700,900,1.000000,10,4,7,1980687.650361,1836.428535,6952.882709,0.995562,
1700,900,0.900000,-10,4,7,1782618.885325,1715.612993,6069.087129,0.995633,
1700,900,0.900000,-9,4,7,1787833.090646,1714.790662,6068.660524,0.995646,
1700,900,0.900000,-8,4,7,1792502.704689,1714.106181,6068.233183,0.995658,
1700,900,0.900000,-7,4,7,1796626.305043,1713.913653,6067.807923,0.995669,
1700,900,0.900000,-6,4,7,1800202.635621,1713.687337,6067.415699,0.995678,
1700,900,0.900000,-5,4,7,1803230.607037,1713.429271,6067.082125,0.995685,
1700,900,0.900000,-4,4,7,1805709.296942,1714.120141,6066.806831,0.995691,
1700,900,0.900000,-3,4,7,1807637.950302,1714.166863,6066.617548,0.995696,
1700,900,0.900000,-2,4,7,1809015.979632,1713.542923,6066.500891,0.995699,
1700,900,0.900000,-1,4,7,1809842.965170,1713.454097,6066.428126,0.995701,
1700,900,0.900000,0,4,7,1810118.655009,1712.866247,6066.430422,0.995702,
1700,900,0.900000,1,4,7,1809842.965170,1711.995192,6066.469827,0.995702,
1700,900,0.900000,2,4,7,1809015.979632,1710.976080,6066.586071,0.995701,
1700,900,0.900000,3,4,7,1807637.950302,1710.492391,6066.745573,0.995698,
1700,900,0.900000,4,4,7,1805709.296942,1709.866081,6066.975395,0.995693,
1700,900,0.900000,5,4,7,1803230.607037,1704.884872,6067.288110,0.995690,
1700,900,0.900000,6,4,7,1800202.635621,1702.431947,6067.659114,0.995684,
1700,900,0.900000,7,4,7,1796626.305043,1703.548114,6068.084825,0.995674,
1700,900,0.900000,8,4,7,1792502.704689,1704.175166,6068.541399,0.995664,
1700,900,0.900000,9,4,7,1787833.090646,1705.224351,6068.997470,0.995652,
1700,900,0.900000,10,4,7,1782618.885325,1706.118706,6069.453798,0.995638,
1700,900,0.800000,-10,4,7,1584550.120289,1583.926033,5224.522825,0.995703,
1700,900,0.800000,-9,4,7,1589184.969463,1583.832600,5224.060447,0.995716,
1700,900,0.800000,-8,4,7,1593335.737501,1583.583586,5223.670255,0.995728,
1700,900,0.800000,-7,4,7,1597001.160039,1583.606712,5223.350629,0.995738,
1700,900,0.800000,-6,4,7,1600180.120552,1583.091175,5223.071808,0.995747,
1700,900,0.800000,-5,4,7,1602871.650699,1582.411827,5222.816937,0.995754,
1700,900,0.800000,-4,4,7,1605074.930615,1582.267010,5222.577374,0.995760,
1700,900,0.800000,-3,4,7,1606789.289158,1582.008945,5222.415163,0.995765,
1700,900,0.800000,-2,4,7,1608014.204117,1581.488434,5222.314391,0.995769,
1700,900,0.800000,-1,4,7,1608749.302374,1581.855907,5222.247437,0.995771,
1700,900,0.800000,0,4,7,1608994.360008,1581.945027,5222.243334,0.995771,
1700,900,0.800000,1,4,7,1608749.302374,1581.692030,5222.286846,0.995771,
1700,900,0.800000,2,4,7,1608014.204117,1580.959640,5222.392611,0.995769,
1700,900,0.800000,3,4,7,1606789.289158,1580.521680,5222.533195,0.995766,
1700,900,0.800000,4,4,7,1605074.930615,1579.633750,5222.734246,0.995762,
1700,900,0.800000,5,4,7,1602871.650699,1574.318720,5223.006409,0.995759,
1700,900,0.800000,6,4,7,1600180.120552,1571.100331,5223.297063,0.995754,
1700,900,0.800000,7,4,7,1597001.160039,1572.076779,5223.608554,0.995745,
1700,900,0.800000,8,4,7,1593335.737501,1572.644078,5223.956931,0.995734,
1700,900,0.800000,9,4,7,1589184.969463,1573.871667,5224.372450,0.995722,
1700,900,0.800000,10,4,7,1584550.120289,1575.005336,5224.859455,0.995709,
1700,900,0.700000,-10,4,7,1386481.355253,1451.848923,4404.678450,0.995776,
1700,900,0.700000,-9,4,7,1390536.848280,1451.252942,4404.264275,0.995789,
1700,900,0.700000,-8,4,7,1394168.770314,1450.796427,4403.871147,0.995801,
1700,900,0.700000,-7,4,7,1397376.015034,1450.960591,4403.511739,0.995810,
1700,900,0.700000,-6,4,7,1400157.605483,1450.930764,4403.214770,0.995819,
1700,900,0.700000,-5,4,7,1402512.694362,1450.748734,4402.996720,0.995826,
1700,900,0.700000,-4,4,7,1404440.564288,1451.276951,4402.855584,0.995832,
1700,900,0.700000,-3,4,7,1405940.628013,1451.275106,4402.795734,0.995836,
1700,900,0.700000,-2,4,7,1407012.428603,1450.925950,4402.786578,0.995840,
1700,900,0.700000,-1,4,7,1407655.639577,1450.802595,4402.797702,0.995842,
1700,900,0.700000,0,4,7,1407870.065007,1450.403193,4402.812582,0.995843,
1700,900,0.700000,1,4,7,1407655.639577,1449.649910,4402.836563,0.995842,
1700,900,0.700000,2,4,7,1407012.428603,1448.929580,4402.862152,0.995841,
1700,900,0.700000,3,4,7,1405940.628013,1448.724404,4402.904372,0.995838,
1700,900,0.700000,4,4,7,1404440.564288,1448.334019,4402.998050,0.995834,
1700,900,0.700000,5,4,7,1402512.694362,1443.451931,4403.169851,0.995831,
1700,900,0.700000,6,4,7,1400157.605483,1440.368466,4403.420680,0.995826,
1700,900,0.700000,7,4,7,1397376.015034,1441.181989,4403.745257,0.995817,
1700,900,0.700000,8,4,7,1394168.770314,1441.648319,4404.131060,0.995807,
1700,900,0.700000,9,4,7,1390536.848280,1442.454827,4404.550370,0.995795,
1700,900,0.700000,10,4,7,1386481.355253,1443.245720,4404.989105,0.995782,
1700,900,0.600000,-10,4,7,1188412.590217,1324.208928,3619.158425,0.995840,
1700,900,0.600000,-9,4,7,1191888.727097,1323.935760,3618.878536,0.995853,
1700,900,0.600000,-8,4,7,1195001.803126,1323.643698,3618.646842,0.995864,
1700,900,0.600000,-7,4,7,1197750.870029,1323.725004,3618.421833,0.995874,
1700,900,0.600000,-6,4,7,1200135.090414,1323.588881,3618.205171,0.995882,
1700,900,0.600000,-5,4,7,1202153.738025,1323.107939,3618.007022,0.995890,
1700,900,0.600000,-4,4,7,1203806.197961,1323.247018,3617.849324,0.995895,
1700,900,0.600000,-3,4,7,1205091.966868,1323.097784,3617.724567,0.995900,
1700,900,0.600000,-2,4,7,1206010.653088,1322.771311,3617.616704,0.995904,
1700,900,0.600000,-1,4,7,1206561.976780,1322.860952,3617.520374,0.995905,
1700,900,0.600000,0,4,7,1206745.770006,1322.698828,3617.492335,0.995906,
1700,900,0.600000,1,4,7,1206561.976780,1322.402538,3617.554724,0.995906,
1700,900,0.600000,2,4,7,1206010.653088,1321.899625,3617.682508,0.995904,
1700,900,0.600000,3,4,7,1205091.966868,1321.844281,3617.825423,0.995901,
1700,900,0.600000,4,4,7,1203806.197961,1321.432100,3617.976448,0.995897,
1700,900,0.600000,5,4,7,1202153.738025,1316.334371,3618.164901,0.995895,
1700,900,0.600000,6,4,7,1200135.090414,1312.851914,3618.388454,0.995891,
1700,900,0.600000,7,4,7,1197750.870029,1313.342091,3618.634796,0.995882,
1700,900,0.600000,8,4,7,1195001.803126,1313.732415,3618.882292,0.995872,
1700,900,0.600000,9,4,7,1191888.727097,1314.511249,3619.136683,0.995861,
1700,900,0.600000,10,4,7,1188412.590217,1315.218930,3619.437391,0.995848,
1700,900,0.500000,-10,4,7,990343.825180,1193.503877,2877.792830,0.995889,
1700,900,0.500000,-9,4,7,993240.605915,1193.202937,2877.537101,0.995902,
1700,900,0.500000,-8,4,7,995834.835938,1193.010262,2877.328576,0.995913,
1700,900,0.500000,-7,4,7,998125.725024,1192.788943,2877.167129,0.995922,
1700,900,0.500000,-6,4,7,1000112.575345,1192.679343,2877.035163,0.995931,
1700,900,0.500000,-5,4,7,1001794.781687,1192.409383,2876.907446,0.995938,
1700,900,0.500000,-4,4,7,1003171.831634,1192.682789,2876.767490,0.995943,
1700,900,0.500000,-3,4,7,1004243.305723,1192.590398,2876.639854,0.995948,
1700,900,0.500000,-2,4,7,1005008.877573,1192.528683,2876.527061,0.995951,
1700,900,0.500000,-1,4,7,1005468.313984,1192.448154,2876.456878,0.995953,
1700,900,0.500000,0,4,7,1005621.475005,1192.338114,2876.446653,0.995954,
1700,900,0.500000,1,4,7,1005468.313984,1191.913772,2876.486192,0.995954,
1700,900,0.500000,2,4,7,1005008.877573,1191.475482,2876.586910,0.995952,
1700,900,0.500000,3,4,7,1004243.305723,1191.040078,2876.727504,0.995949,
1700,900,0.500000,4,4,7,1003171.831634,1190.684842,2876.884338,0.995945,
1700,900,0.500000,5,4,7,1001794.781687,1185.839700,2877.045349,0.995944,
1700,900,0.500000,6,4,7,1000112.575345,1182.417120,2877.199248,0.995941,
1700,900,0.500000,7,4,7,998125.725024,1182.979586,2877.352674,0.995932,
1700,900,0.500000,8,4,7,995834.835938,1183.586354,2877.535924,0.995922,
1700,900,0.500000,9,4,7,993240.605915,1184.102735,2877.763480,0.995910,
1700,900,0.500000,10,4,7,990343.825180,1184.733791,2878.037569,0.995898,
1700,900,0.400000,-10,4,7,792275.060144,1067.618706,2187.759049,0.995891,
1700,900,0.400000,-9,4,7,794592.484732,1067.645092,2187.581053,0.995903,
1700,900,0.400000,-8,4,7,796667.868751,1067.377498,2187.419701,0.995914,
1700,900,0.400000,-7,4,7,798500.580019,1067.328452,2187.263737,0.995924,
1700,900,0.400000,-6,4,7,800090.060276,1067.251266,2187.116026,0.995932,
1700,900,0.400000,-5,4,7,801435.825350,1066.785475,2186.995902,0.995940,
1700,900,0.400000,-4,4,7,802537.465307,1067.020853,2186.905267,0.995945,
1700,900,0.400000,-3,4,7,803394.644579,1066.983109,2186.854764,0.995950,
1700,900,0.400000,-2,4,7,804007.102059,1066.879973,2186.832920,0.995953,
1700,900,0.400000,-1,4,7,804374.651187,1066.880779,2186.821739,0.995955,
1700,900,0.400000,0,4,7,804497.180004,1066.696172,2186.827481,0.995956,
1700,900,0.400000,1,4,7,804374.651187,1066.566907,2186.847499,0.995955,
1700,900,0.400000,2,4,7,804007.102059,1066.120548,2186.883859,0.995954,
1700,900,0.400000,3,4,7,803394.644579,1065.883834,2186.931179,0.995951,
1700,900,0.400000,4,4,7,802537.465307,1065.556145,2187.004766,0.995947,
1700,900,0.400000,5,4,7,801435.825350,1060.688853,2187.116875,0.995948,
1700,900,0.400000,6,4,7,800090.060276,1057.136650,2187.258606,0.995945,
1700,900,0.400000,7,4,7,798500.580019,1057.560112,2187.426738,0.995936,
1700,900,0.400000,8,4,7,796667.868751,1057.956617,2187.599710,0.995926,
1700,900,0.400000,9,4,7,794592.484732,1058.526248,2187.777279,0.995915,
1700,900,0.400000,10,4,7,792275.060144,1058.855166,2187.970694,0.995902,
1700,900,0.300000,-10,4,7,594206.295108,938.052478,1542.169082,0.995826,
1700,900,0.300000,-9,4,7,595944.363549,937.828756,1542.005343,0.995839,
1700,900,0.300000,-8,4,7,597500.901563,937.690744,1541.858427,0.995850,
1700,900,0.300000,-7,4,7,598875.435014,937.605274,1541.733440,0.995860,
1700,900,0.300000,-6,4,7,600067.545207,937.508079,1541.630682,0.995869,
1700,900,0.300000,-5,4,7,601076.869012,937.233097,1541.551794,0.995876,
1700,900,0.300000,-4,4,7,601903.098981,937.358422,1541.493825,0.995882,
1700,900,0.300000,-3,4,7,602545.983434,937.307040,1541.455721,0.995886,
1700,900,0.300000,-2,4,7,603005.326544,937.278122,1541.430685,0.995889,
1700,900,0.300000,-1,4,7,603280.988390,937.271484,1541.420265,0.995891,
1700,900,0.300000,0,4,7,603372.885003,937.296800,1541.422863,0.995892,
1700,900,0.300000,1,4,7,603280.988390,936.972793,1541.439938,0.995892,
1700,900,0.300000,2,4,7,603005.326544,936.721533,1541.470822,0.995890,
1700,900,0.300000,3,4,7,602545.983434,936.449927,1541.515450,0.995888,
1700,900,0.300000,4,4,7,601903.098981,936.199592,1541.572974,0.995883,
1700,900,0.300000,5,4,7,601076.869012,931.532185,1541.648433,0.995885,
1700,900,0.300000,6,4,7,600067.545207,927.791532,1541.746214,0.995885,
1700,900,0.300000,7,4,7,598875.435014,928.082880,1541.866235,0.995876,
1700,900,0.300000,8,4,7,597500.901563,928.383531,1542.007806,0.995865,
1700,900,0.300000,9,4,7,595944.363549,928.730578,1542.169236,0.995854,
1700,900,0.300000,10,4,7,594206.295108,929.205794,1542.346367,0.995841,
1700,900,0.200000,-10,4,7,396137.530072,812.706562,952.738669,0.995543,
1700,900,0.200000,-9,4,7,397296.242366,812.582381,952.626046,0.995557,
1700,900,0.200000,-8,4,7,398333.934375,812.402573,952.527538,0.995569,
1700,900,0.200000,-7,4,7,399250.290010,812.445880,952.442640,0.995579,
1700,900,0.200000,-6,4,7,400045.030138,812.365875,952.372328,0.995589,
1700,900,0.200000,-5,4,7,400717.912675,812.298008,952.312680,0.995596,
1700,900,0.200000,-4,4,7,401268.732654,812.315344,952.263724,0.995603,
1700,900,0.200000,-3,4,7,401697.322289,812.249970,952.226341,0.995607,
1700,900,0.200000,-2,4,7,402003.551029,812.186782,952.202089,0.995611,
1700,900,0.200000,-1,4,7,402187.325593,812.235509,952.188801,0.995613,
1700,900,0.200000,0,4,7,402248.590002,812.143004,952.189546,0.995614,
1700,900,0.200000,1,4,7,402187.325593,812.041298,952.203541,0.995613,
1700,900,0.200000,2,4,7,402003.551029,811.796315,952.229684,0.995612,
1700,900,0.200000,3,4,7,401697.322289,811.691025,952.268749,0.995609,
1700,900,0.200000,4,4,7,401268.732654,811.565054,952.319189,0.995604,
1700,900,0.200000,5,4,7,400717.912675,807.055980,952.382319,0.995609,
1700,900,0.200000,6,4,7,400045.030138,803.044905,952.455082,0.995612,
1700,900,0.200000,7,4,7,399250.290010,803.238676,952.539462,0.995602,
1700,900,0.200000,8,4,7,398333.934375,803.377582,952.635734,0.995592,
1700,900,0.200000,9,4,7,397296.242366,803.708958,952.746869,0.995579,
1700,900,0.200000,10,4,7,396137.530072,803.944038,952.871597,0.995565,
1700,950,1.000000,-10,4,7,1980687.650361,1947.239379,6952.106829,0.995507,
1700,950,1.000000,-9,4,7,1986481.211829,1946.947837,6951.615666,0.995520,
1700,950,1.000000,-8,4,7,1991669.671877,1946.565484,6951.180088,0.995533,
1700,950,1.000000,-7,4,7,1996251.450048,1945.987999,6950.755790,0.995543,
1700,950,1.000000,-6,4,7,2000225.150690,1945.752005,6950.321978,0.995552,
1700,950,1.000000,-5,4,7,2003589.563374,1945.019602,6949.917581,0.995560,
1700,950,1.000000,-4,4,7,2006343.663268,1944.930513,6949.576969,0.995567,
1700,950,1.000000,-3,4,7,2008486.611447,1944.775478,6949.329168,0.995572,
1700,950,1.000000,-2,4,7,2010017.755147,1944.742929,6949.191382,0.995575,
1700,950,1.000000,-1,4,7,2010936.627967,1944.842122,6949.118306,0.995577,
1700,950,1.000000,0,4,7,2011242.950010,1944.491978,6949.093927,0.995578,
1700,950,1.000000,1,4,7,2010936.627967,1943.739430,6949.161341,0.995578,
1700,950,1.000000,2,4,7,2010017.755147,1942.749684,6949.276264,0.995576,
1700,950,1.000000,3,4,7,2008486.611447,1941.972389,6949.455837,0.995573,
1700,950,1.000000,4,4,7,2006343.663268,1941.066807,6949.743338,0.995569,
1700,950,1.000000,5,4,7,2003589.563374,1932.035392,6950.120161,0.995567,
1700,950,1.000000,6,4,7,2000225.150690,1933.444292,6950.560369,0.995558,
1700,950,1.000000,7,4,7,1996251.450048,1934.540491,6951.025502,0.995549,
1700,950,1.000000,8,4,7,1991669.671877,1935.939474,6951.479158,0.995538,
1700,950,1.000000,9,4,7,1986481.211829,1936.881266,6951.947157,0.995525,
1700,950,1.000000,10,4,7,1980687.650361,1938.050563,6952.474464,0.995511,
1700,950,0.900000,-10,4,7,1782618.885325,1809.061872,6068.734603,0.995581,
1700,950,0.900000,-9,4,7,1787833.090646,1808.544218,6068.260141,0.995594,
1700,950,0.900000,-8,4,7,1792502.704689,1808.368482,6067.859070,0.995606,
1700,950,0.900000,-7,4,7,1796626.305043,1807.946835,6067.502201,0.995617,
1700,950,0.900000,-6,4,7,1800202.635621,1807.913718,6067.168775,0.995625,
1700,950,0.900000,-5,4,7,1803230.607037,1807.522764,6066.869924,0.995633,
1700,950,0.900000,-4,4,7,1805709.296942,1807.572708,6066.605336,0.995639,
1700,950,0.900000,-3,4,7,1807637.950302,1807.276863,6066.367084,0.995644,
1700,950,0.900000,-2,4,7,1809015.979632,1806.822306,6066.186059,0.995648,
1700,950,0.900000,-1,4,7,1809842.965170,1806.873299,6066.120599,0.995650,
1700,950,0.900000,0,4,7,1810118.655009,1806.464294,6066.114736,0.995651,
1700,950,0.900000,1,4,7,1809842.965170,1805.810643,6066.161156,0.995650,
1700,950,0.900000,2,4,7,1809015.979632,1804.932340,6066.267029,0.995649,
1700,950,0.900000,3,4,7,1807637.950302,1804.691549,6066.486081,0.995646,
1700,950,0.900000,4,4,7,1805709.296942,1804.079642,6066.761902,0.995641,
1700,950,0.900000,5,4,7,1803230.607037,1795.249081,6067.059469,0.995640,
1700,950,0.900000,6,4,7,1800202.635621,1796.235861,6067.392234,0.995632,
1700,950,0.900000,7,4,7,1796626.305043,1796.831118,6067.754924,0.995623,
1700,950,0.900000,8,4,7,1792502.704689,1798.029203,6068.140151,0.995612,
1700,950,0.900000,9,4,7,1787833.090646,1799.041204,6068.568393,0.995599,
1700,950,0.900000,10,4,7,1782618.885325,1800.180601,6069.071144,0.995586,
1700,950,0.800000,-10,4,7,1584550.120289,1670.044455,5224.405892,0.995649,
1700,950,0.800000,-9,4,7,1589184.969463,1669.908276,5223.932517,0.995662,
1700,950,0.800000,-8,4,7,1593335.737501,1669.986912,5223.485721,0.995674,
1700,950,0.800000,-7,4,7,1597001.160039,1669.785147,5223.079745,0.995684,
1700,950,0.800000,-6,4,7,1600180.120552,1669.636321,5222.759114,0.995693,
1700,950,0.800000,-5,4,7,1602871.650699,1668.961945,5222.506800,0.995701,
1700,950,0.800000,-4,4,7,1605074.930615,1668.877073,5222.328483,0.995707,
1700,950,0.800000,-3,4,7,1606789.289158,1668.634706,5222.214719,0.995711,
1700,950,0.800000,-2,4,7,1608014.204117,1668.346249,5222.157875,0.995715,
1700,950,0.800000,-1,4,7,1608749.302374,1668.471003,5222.135655,0.995717,
1700,950,0.800000,0,4,7,1608994.360008,1668.412895,5222.126903,0.995717,
1700,950,0.800000,1,4,7,1608749.302374,1668.020638,5222.176876,0.995717,
1700,950,0.800000,2,4,7,1608014.204117,1667.256720,5222.236241,0.995716,
1700,950,0.800000,3,4,7,1606789.289158,1666.789267,5222.326397,0.995712,
1700,950,0.800000,4,4,7,1605074.930615,1665.998929,5222.473674,0.995708,
1700,950,0.800000,5,4,7,1602871.650699,1657.054134,5222.682450,0.995708,
1700,950,0.800000,6,4,7,1600180.120552,1658.151225,5222.965801,0.995700,
1700,950,0.800000,7,4,7,1597001.160039,1658.936295,5223.312374,0.995691,
1700,950,0.800000,8,4,7,1593335.737501,1659.901709,5223.745557,0.995680,
1700,950,0.800000,9,4,7,1589184.969463,1660.787640,5224.219234,0.995668,
1700,950,0.800000,10,4,7,1584550.120289,1661.795305,5224.718776,0.995654,
1700,950,0.700000,-10,4,7,1386481.355253,1531.627821,4404.496111,0.995719,
1700,950,0.700000,-9,4,7,1390536.848280,1531.176438,4404.083834,0.995732,
1700,950,0.700000,-8,4,7,1394168.770314,1530.660860,4403.719595,0.995743,
1700,950,0.700000,-7,4,7,1397376.015034,1530.175685,4403.424640,0.995754,
1700,950,0.700000,-6,4,7,1400157.605483,1529.988175,4403.163633,0.995763,
1700,950,0.700000,-5,4,7,1402512.694362,1529.573763,4402.937658,0.995770,
1700,950,0.700000,-4,4,7,1404440.564288,1529.859781,4402.756678,0.995776,
1700,950,0.700000,-3,4,7,1405940.628013,1530.082961,4402.648516,0.995780,
1700,950,0.700000,-2,4,7,1407012.428603,1530.098843,4402.593126,0.995783,
1700,950,0.700000,-1,4,7,1407655.639577,1530.236598,4402.562132,0.995785,
1700,950,0.700000,0,4,7,1407870.065007,1530.105229,4402.560417,0.995786,
1700,950,0.700000,1,4,7,1407655.639577,1529.548712,4402.596550,0.995786,
1700,950,0.700000,2,4,7,1407012.428603,1528.682413,4402.661915,0.995784,
1700,950,0.700000,3,4,7,1405940.628013,1528.074116,4402.748902,0.995782,
1700,950,0.700000,4,4,7,1404440.564288,1527.387467,4402.888858,0.995777,
1700,950,0.700000,5,4,7,1402512.694362,1518.370607,4403.100244,0.995778,
1700,950,0.700000,6,4,7,1400157.605483,1519.475511,4403.356718,0.995770,
1700,950,0.700000,7,4,7,1397376.015034,1520.280055,4403.643640,0.995761,
1700,950,0.700000,8,4,7,1394168.770314,1521.189516,4403.962074,0.995750,
1700,950,0.700000,9,4,7,1390536.848280,1522.150326,4404.347759,0.995738,
1700,950,0.700000,10,4,7,1386481.355253,1523.095698,4404.780334,0.995725,
1700,950,0.600000,-10,4,7,1188412.590217,1396.420721,3619.128276,0.995780,
1700,950,0.600000,-9,4,7,1191888.727097,1396.158210,3618.829698,0.995792,
1700,950,0.600000,-8,4,7,1195001.803126,1395.844661,3618.545104,0.995804,
1700,950,0.600000,-7,4,7,1197750.870029,1395.568002,3618.274908,0.995814,
1700,950,0.600000,-6,4,7,1200135.090414,1395.500711,3618.043531,0.995823,
1700,950,0.600000,-5,4,7,1202153.738025,1395.444835,3617.837628,0.995830,
1700,950,0.600000,-4,4,7,1203806.197961,1395.426330,3617.666662,0.995836,
1700,950,0.600000,-3,4,7,1205091.966868,1395.436706,3617.536363,0.995840,
1700,950,0.600000,-2,4,7,1206010.653088,1395.237961,3617.478508,0.995844,
1700,950,0.600000,-1,4,7,1206561.976780,1395.153958,3617.466333,0.995846,
1700,950,0.600000,0,4,7,1206745.770006,1395.073975,3617.481435,0.995846,
1700,950,0.600000,1,4,7,1206561.976780,1394.593966,3617.501248,0.995846,
1700,950,0.600000,2,4,7,1206010.653088,1393.973597,3617.544262,0.995845,
1700,950,0.600000,3,4,7,1205091.966868,1393.591250,3617.633672,0.995842,
1700,950,0.600000,4,4,7,1203806.197961,1393.236398,3617.786584,0.995837,
1700,950,0.600000,5,4,7,1202153.738025,1384.503537,3617.983394,0.995839,
1700,950,0.600000,6,4,7,1200135.090414,1385.326767,3618.210700,0.995831,
1700,950,0.600000,7,4,7,1197750.870029,1385.992949,3618.467706,0.995822,
1700,950,0.600000,8,4,7,1195001.803126,1386.623491,3618.759730,0.995811,
1700,950,0.600000,9,4,7,1191888.727097,1387.275664,3619.068186,0.995800,
1700,950,0.600000,10,4,7,1188412.590217,1387.964761,3619.388692,0.995787,
1700,950,0.500000,-10,4,7,990343.825180,1258.514967,2877.703801,0.995823,
1700,950,0.500000,-9,4,7,993240.605915,1258.233577,2877.459315,0.995836,
1700,950,0.500000,-8,4,7,995834.835938,1258.013402,2877.251387,0.995847,
1700,950,0.500000,-7,4,7,998125.725024,1257.771558,2877.063440,0.995857,
1700,950,0.500000,-6,4,7,1000112.575345,1257.672024,2876.888398,0.995866,
1700,950,0.500000,-5,4,7,1001794.781687,1257.356714,2876.732034,0.995873,
1700,950,0.500000,-4,4,7,1003171.831634,1257.467198,2876.608897,0.995879,
1700,950,0.500000,-3,4,7,1004243.305723,1257.595215,2876.519854,0.995883,
1700,950,0.500000,-2,4,7,1005008.877573,1257.449804,2876.445224,0.995887,
1700,950,0.500000,-1,4,7,1005468.313984,1257.504730,2876.393486,0.995889,
1700,950,0.500000,0,4,7,1005621.475005,1257.331445,2876.387074,0.995889,
1700,950,0.500000,1,4,7,1005468.313984,1257.022421,2876.423064,0.995889,
1700,950,0.500000,2,4,7,1005008.877573,1256.510960,2876.503737,0.995888,
1700,950,0.500000,3,4,7,1004243.305723,1256.268453,2876.602896,0.995885,
1700,950,0.500000,4,4,7,1003171.831634,1255.685205,2876.716954,0.995881,
1700,950,0.500000,5,4,7,1001794.781687,1246.815199,2876.862619,0.995884,
1700,950,0.500000,6,4,7,1000112.575345,1247.510091,2877.040626,0.995876,
1700,950,0.500000,7,4,7,998125.725024,1247.990228,2877.233484,0.995867,
1700,950,0.500000,8,4,7,995834.835938,1248.654213,2877.441298,0.995857,
1700,950,0.500000,9,4,7,993240.605915,1249.371625,2877.668522,0.995845,
1700,950,0.500000,10,4,7,990343.825180,1249.990236,2877.932010,0.995832,
1700,950,0.400000,-10,4,7,792275.060144,1125.869956,2187.690169,0.995818,
1700,950,0.400000,-9,4,7,794592.484732,1125.643644,2187.507455,0.995830,
1700,950,0.400000,-8,4,7,796667.868751,1125.565500,2187.330531,0.995842,
1700,950,0.400000,-7,4,7,798500.580019,1125.361112,2187.164336,0.995852,
1700,950,0.400000,-6,4,7,800090.060276,1125.310530,2187.023637,0.995860,
1700,950,0.400000,-5,4,7,801435.825350,1124.948464,2186.907241,0.995868,
1700,950,0.400000,-4,4,7,802537.465307,1124.934737,2186.819908,0.995873,
1700,950,0.400000,-3,4,7,803394.644579,1125.008331,2186.762267,0.995878,
1700,950,0.400000,-2,4,7,804007.102059,1124.931573,2186.737059,0.995881,
1700,950,0.400000,-1,4,7,804374.651187,1124.993716,2186.737525,0.995883,
1700,950,0.400000,0,4,7,804497.180004,1124.911845,2186.745160,0.995884,
1700,950,0.400000,1,4,7,804374.651187,1124.620937,2186.762103,0.995883,
1700,950,0.400000,2,4,7,804007.102059,1124.169631,2186.784612,0.995882,
1700,950,0.400000,3,4,7,803394.644579,1123.914881,2186.833210,0.995879,
1700,950,0.400000,4,4,7,802537.465307,1123.458664,2186.911981,0.995875,
1700,950,0.400000,5,4,7,801435.825350,1114.763720,2187.020762,0.995880,
1700,950,0.400000,6,4,7,800090.060276,1115.413513,2187.156954,0.995872,
1700,950,0.400000,7,4,7,798500.580019,1115.826848,2187.316318,0.995863,
1700,950,0.400000,8,4,7,796667.868751,1116.339525,2187.497510,0.995853,
1700,950,0.400000,9,4,7,794592.484732,1116.770171,2187.689308,0.995841,
1700,950,0.400000,10,4,7,792275.060144,1117.291429,2187.886381,0.995828,
1700,950,0.300000,-10,4,7,594206.295108,988.978275,1542.126725,0.995740,
1700,950,0.300000,-9,4,7,595944.363549,988.769540,1541.967594,0.995753,
1700,950,0.300000,-8,4,7,597500.901563,988.745693,1541.821946,0.995765,
1700,950,0.300000,-7,4,7,598875.435014,988.576482,1541.692049,0.995775,
